Rk,Player,Age,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Julius Erving,29.0,SF,18,38.6,9.2,18.8,0.488,0.1,0.5,0.222,9.1,18.3,0.495,0.491,6.0,7.6,0.794,1.7,5.8,7.6,4.4,2.0,2.1,3.1,3.1,24.4,
2.0,Maurice Cheeks,23.0,PG,18,37.5,4.9,9.7,0.511,0.1,0.3,0.2,4.9,9.4,0.521,0.514,1.6,2.3,0.707,1.2,2.9,4.1,6.2,2.5,0.2,2.5,2.4,11.6,
3.0,Caldwell Jones,29.0,C,18,35.5,3.2,7.2,0.45,0.0,0.2,0.0,3.2,7.0,0.46,0.45,2.3,2.9,0.808,2.8,7.5,10.3,1.9,0.7,2.1,2.1,4.2,8.8,
4.0,Lionel Hollins,26.0,SG,18,34.3,5.4,12.9,0.416,0.0,0.6,0.0,5.4,12.4,0.435,0.416,3.0,3.8,0.794,0.9,3.0,3.9,6.3,1.5,0.2,2.6,2.7,13.8,
5.0,Darryl Dawkins,23.0,C,18,33.7,7.0,13.2,0.529,0.0,0.2,0.0,7.0,13.1,0.536,0.529,3.3,5.2,0.645,2.4,5.2,7.6,1.8,0.7,2.3,2.6,4.2,17.3,
6.0,Bobby Jones,28.0,PF,18,26.1,5.0,9.6,0.523,0.0,0.1,0.0,5.0,9.5,0.526,0.523,2.9,3.4,0.855,1.6,3.2,4.8,1.7,1.2,1.8,1.3,3.1,12.9,
7.0,Henry Bibby,30.0,PG,18,22.2,2.5,6.9,0.363,0.3,0.7,0.385,2.2,6.2,0.36,0.383,2.2,2.8,0.8,0.8,1.6,2.4,2.9,0.4,0.0,1.5,1.9,7.5,
8.0,Steve Mix,32.0,SF,17,11.8,2.6,5.6,0.458,0.0,0.0,,2.6,5.6,0.458,0.458,1.5,1.6,0.893,0.6,1.2,1.8,0.8,0.5,0.3,0.9,1.3,6.6,
9.0,Jim Spanarkel,22.0,SG,5,1.6,0.0,0.4,0.0,0.0,0.0,,0.0,0.4,0.0,0.0,0.4,0.4,1.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.4,
10.0,Bernard Toone,23.0,PF,4,1.5,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.8,0.0,0.0,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.0,
11.0,Clint Richardson,23.0,SG,3,1.0,0.3,1.0,0.333,0.0,0.7,0.0,0.3,0.3,1.0,0.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.7,
,Team Totals,,,18,240.0,39.7,84.1,0.473,0.4,2.6,0.17,39.3,81.4,0.482,0.475,22.9,29.6,0.776,12.1,30.4,42.6,26.0,9.5,8.9,16.7,22.9,102.8,
